group_id,group_config,n_agents,consensus_reached,final_rec,turn_counter,total_messages,single_round_group,gss,min_sat,maj_min_gap,sat_variance,stability_rate,n_strategies_matched,conversation_vs_best_strategy_gss,ADD_rec,LMS_rec,MPL_rec,MAJ_rec,APP_rec,FAI_rec,matches_ADD,matches_LMS,matches_MPL,matches_MAJ,matches_APP,matches_FAI,ADD_gss,LMS_gss,MPL_gss,MAJ_gss,APP_gss,FAI_gss,ISS_Alexander,ISS_Amelia,ISS_Asher,ISS_Ava,ISS_Bailey,ISS_Bart,ISS_Benjamin,ISS_Blair,ISS_Cameron,ISS_Cedric,ISS_Charlotte,ISS_Donald,ISS_Elijah,ISS_Emma,ISS_Evelyn,ISS_Harper,ISS_Henry,ISS_Homer,ISS_Icarus,ISS_Isabella,ISS_Jade,ISS_James,ISS_Jordan,ISS_Liam,ISS_Lowen,ISS_Lucas,ISS_Marge,ISS_Maxima,ISS_Mia,ISS_Mickey,ISS_Morgan,ISS_Noah,ISS_Oliver,ISS_Olivia,ISS_Riley,ISS_Roger,ISS_Sophia,ISS_Steven,ISS_Willem-Alexander,ISS_William
1007,divergent,8,True,rest_z,2,16,False,0.5406,0.1,0.0,0.1397,0.375,1,-0.1125,rest_b,rest_b,rest_a,rest_m,rest_b,rest_b,False,False,True,False,False,False,0.6531,0.6531,0.525,0.6031,0.6531,0.6531,,,,,,,,,1.0,,,,,,0.5,,1.0,,,,,,,0.1,0.9,,,,,,0.125,,,0.6,,0.1,,,,
1008,uniform,6,True,rest_r,1,6,True,1.0,1.0,0.0,0.0,1.0,6,0.0,rest_r,rest_r,rest_r,rest_r,rest_r,rest_r,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,
1009,minority,6,False,NO CONSENSUS REACHED,21,126,False,0.0,0.0,0.0,0.0,0.6667,0,-0.7991,rest_y,rest_y,rest_c,rest_y,rest_y,rest_y,False,False,False,False,False,False,0.7991,0.7991,0.5106,0.7991,0.7991,0.7991,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0
101,minority,6,True,rest_h,2,12,False,0.6708,0.125,0.6875,0.1276,0.6667,1,-0.1199,rest_s,rest_s,rest_f,rest_s,rest_s,rest_s,False,False,True,False,False,False,0.7907,0.7907,0.521,0.7907,0.7907,0.7907,,,1.0,,,,,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,0.3,0.6,,,,,,,,1.0
1010,uniform,2,True,rest_j,2,4,False,0.9444,0.8889,0.0,0.0031,0.5,5,0.0,rest_j,rest_j,rest_d,rest_d,rest_j,rest_j,True,True,True,False,True,True,0.9444,0.9444,0.6111,0.6111,0.9444,0.9444,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8889,,,,,,,,,
1011,divergent,8,True,rest_v,2,16,False,0.5819,0.1,0.5508,0.1587,0.375,2,-0.0819,rest_t,rest_a,rest_a,rest_t,rest_t,rest_t,False,True,True,False,False,False,0.6639,0.575,0.575,0.6639,0.6639,0.6639,,,,,,,1.0,,,,,0.1,,,,,,1.0,,0.5556,,,,,,0.8,,1.0,,,,0.1,,,,,,,,0.1
1012,divergent,8,True,rest_m,2,16,False,0.6844,0.2,0.5292,0.093,0.375,5,0.0,rest_m,rest_m,rest_a,rest_j,rest_m,rest_m,True,True,True,False,True,True,0.6844,0.6844,0.5969,0.6156,0.6844,0.6844,1.0,,,,,,0.5,0.9,0.5,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,0.2,0.375,,,,,,
1013,uniform,8,True,rest_r,2,16,False,0.8242,0.5556,0.307,0.0308,0.5,3,-0.0394,rest_b,rest_b,rest_b,rest_z,rest_b,rest_b,False,True,True,False,True,False,0.8636,0.8636,0.8636,0.8407,0.8636,0.8636,,,,,,,0.75,,0.5556,,,,,,,,,,,0.5556,,,,0.8571,,,,1.0,0.875,1.0,,,,,,,,,,1.0
1014,uniform,8,True,rest_m,2,16,False,0.899,0.625,0.0875,0.0225,0.625,6,0.0,rest_m,rest_m,rest_m,rest_m,rest_m,rest_m,True,True,True,True,True,True,0.899,0.899,0.899,0.899,0.899,0.899,,,,,,,,,1.0,,,0.6667,,,,,,,,0.9,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,0.625,
1015,minority,6,True,rest_f,2,12,False,0.7892,0.1,0.0,0.1022,0.3333,3,-0.037,rest_t,rest_q,rest_f,rest_f,rest_t,rest_t,False,False,True,True,True,False,0.8262,0.7023,0.7892,0.7892,0.8262,0.8262,,0.8571,,0.1,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,0.7778,,,,,,,,,,,,
1016,uniform,8,True,rest_q,2,16,False,0.8944,0.6667,0.0,0.0168,0.5,6,0.0,rest_q,rest_q,rest_j,rest_q,rest_q,rest_q,True,True,True,True,True,True,0.8944,0.8944,0.7653,0.8944,0.8944,0.8944,,,0.9,,,,,,,,,,1.0,,,0.7,,,,,,,,1.0,,,1.0,0.6667,,,,,,,1.0,,,,0.8889,
1017,divergent,8,True,rest_a,2,16,False,0.6875,0.1,0.66,0.1263,0.5,5,0.0,rest_a,rest_a,rest_a,rest_c,rest_a,rest_a,True,True,True,False,True,True,0.6875,0.6875,0.6875,0.5781,0.6875,0.6875,,,,,,,,0.8,,,,,0.875,,,1.0,,,,,,0.1,,,,,0.125,,,1.0,,,,1.0,,,0.6,,,
1018,uniform,6,True,rest_s,2,12,False,0.5694,0.1111,0.5,0.1455,0.5,2,-0.2083,rest_n,rest_i,rest_n,rest_i,rest_n,rest_n,False,False,True,True,False,False,0.7778,0.7523,0.7778,0.7523,0.7778,0.7778,,,,,0.8333,,,,,,,1.0,,,,,,,,,,0.2222,,,,,,,,,,1.0,,,,,0.1111,,,0.25
1019,uniform,8,True,rest_n,2,16,False,0.8969,0.5,0.0,0.0251,0.5,4,0.0073,rest_a,rest_a,rest_a,rest_a,rest_a,rest_a,True,False,True,False,True,True,0.8896,0.8896,0.8896,0.8896,0.8896,0.8896,,,1.0,,0.875,,,,,,1.0,,,,0.5,,,,0.9,,,,1.0,,,,,,,,,,,0.9,,,,,1.0,
102,divergent,2,True,rest_i,3,6,False,0.75,0.5,0.0,0.0625,0.5,4,-0.05,rest_e,rest_e,rest_c,rest_d,rest_e,rest_i,False,False,True,True,True,True,0.8,0.8,0.55,0.75,0.8,0.75,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1020,divergent,8,True,rest_o,11,88,False,0.7083,0.1111,0.2381,0.1009,0.125,4,0.0,rest_o,rest_j,rest_g,rest_x,rest_o,rest_o,True,False,True,False,True,True,0.7083,0.6403,0.5611,0.5764,0.7083,0.7083,,,,,1.0,,,0.5556,,0.5,,,,,,,,,0.1111,,,,1.0,,,,,,,,,1.0,,,0.5,,,,,1.0
1021,coalitional,4,True,rest_k,2,8,False,0.542,0.125,0.0,0.1678,0.25,1,-0.125,rest_s,rest_l,rest_j,rest_j,rest_s,rest_j,False,False,True,False,False,False,0.667,0.6554,0.6446,0.6446,0.667,0.6446,,,,,,,,,,,,,,,,,,,,,,,0.1429,,1.0,0.9,,,,,,,,,0.125,,,,,
1022,minority,4,True,rest_b,2,8,False,0.6972,0.4,0.0,0.0639,0.25,1,-0.0778,rest_q,rest_m,rest_b,rest_q,rest_q,rest_q,False,False,True,False,False,False,0.775,0.6639,0.6972,0.775,0.775,0.775,,,,,,,,0.5,,,,,,,,,,,,,,,,0.8889,,,0.4,,,1.0,,,,,,,,,,
1023,divergent,2,True,rest_i,2,4,False,0.5556,0.1111,0.0,0.1975,0.5,2,-0.2222,rest_m,rest_c,rest_i,rest_r,rest_m,rest_i,False,False,True,False,False,True,0.7778,0.5556,0.5556,0.5556,0.7778,0.5556,,,,,,,,,,,,,,0.1111,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1024,minority,8,True,rest_q,2,16,False,0.6913,0.2857,-0.0413,0.0872,0.625,2,-0.1214,rest_u,rest_u,rest_d,rest_q,rest_u,rest_u,False,False,True,True,False,False,0.8127,0.8127,0.4506,0.6913,0.8127,0.8127,,1.0,,,,,1.0,,,,,1.0,,,0.5556,0.3,,,,,,,,,,,,,,0.2857,,,,,,0.8889,0.5,,,
1025,minority,8,True,rest_i,17,136,False,0.841,0.5,0.1989,0.0262,0.625,6,0.0,rest_i,rest_i,rest_f,rest_i,rest_i,rest_i,True,True,True,True,True,True,0.841,0.841,0.5049,0.841,0.841,0.841,,0.9,0.75,0.8,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,,,,,,,0.7778,,,,,,
1026,divergent,2,True,rest_g,2,4,False,0.75,0.5,0.0,0.0625,0.5,6,0.0,rest_g,rest_d,rest_g,rest_g,rest_g,rest_g,True,True,True,True,True,True,0.75,0.5,0.75,0.75,0.75,0.75,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
1027,minority,6,True,rest_d,3,18,False,0.7685,0.5556,0.1361,0.0339,0.6667,6,0.0,rest_d,rest_d,rest_b,rest_d,rest_d,rest_d,True,True,True,True,True,True,0.7685,0.7685,0.523,0.7685,0.7685,0.7685,0.7,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5556,0.8,,,,,,,,,,0.5556,
1028,divergent,2,False,NO CONSENSUS REACHED,21,42,False,0.0,0.0,0.0,0.0,0.5,0,-0.75,rest_o,rest_l,rest_b,rest_o,rest_o,rest_x,False,False,False,False,False,False,0.75,0.6,0.6,0.75,0.75,0.65,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,
1029,uniform,6,True,rest_t,2,12,False,0.8542,0.625,0.3438,0.0282,0.8333,6,-0.0023,rest_m,rest_t,rest_t,rest_t,rest_t,rest_m,True,True,True,True,True,True,0.8565,0.8542,0.8542,0.8542,0.8542,0.8565,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.875,0.625,,,,,1.0,,,,,,,,0.625,,,,
103,divergent,2,True,rest_m,2,4,False,0.75,0.5,0.0,0.0625,0.5,3,-0.0333,rest_v,rest_v,rest_e,rest_m,rest_v,rest_m,False,False,False,True,True,True,0.7833,0.7833,0.5556,0.75,0.7833,0.75,,,,,,,,,,,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,
1030,minority,8,True,rest_m,2,16,False,0.7513,0.1,0.0,0.0926,0.375,4,0.0,rest_m,rest_i,rest_e,rest_m,rest_i,rest_m,True,False,True,True,False,True,0.7513,0.6746,0.4228,0.7513,0.6746,0.7513,,,,,,,,1.0,,,,0.875,,,0.75,0.8571,,,1.0,,,1.0,,,,,,,,0.4286,,0.1,,,,,,,,
1031,minority,6,True,rest_c,2,12,False,0.7315,0.1,0.0,0.125,0.5,4,0.0,rest_c,rest_g,rest_c,rest_c,rest_g,rest_c,True,False,True,True,False,True,0.7315,0.6352,0.7315,0.7315,0.6352,0.7315,,,,0.8889,,1.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,0.4,,,1.0,,,,,,1.0
1032,coalitional,4,True,rest_v,2,8,False,0.825,0.4,0.5667,0.0619,0.25,3,0.0,rest_u,rest_u,rest_r,rest_v,rest_u,rest_v,True,False,False,True,False,True,0.8167,0.8167,0.7528,0.825,0.8167,0.825,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.9,,,,,,,,,,0.4,,,
1033,divergent,8,True,rest_s,2,16,False,0.5375,0.1,0.0,0.1173,0.25,2,-0.05,rest_f,rest_t,rest_f,rest_f,rest_t,rest_f,False,False,True,True,False,False,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,,,,,,,,,,,,,1.0,,,,1.0,0.1,,,,0.3,,,,0.8,,,,,,0.1,,,,0.5,0.5,,,
1034,divergent,2,True,rest_n,5,10,False,0.6222,0.4444,0.0,0.0316,0.0,0,-0.1278,rest_e,rest_b,rest_l,rest_l,rest_e,rest_u,False,False,False,False,False,False,0.75,0.5278,0.5556,0.5556,0.75,0.65,,,,,,,,,,0.8,,,0.4444,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,divergent,2,True,rest_c,3,6,False,0.9375,0.875,0.0,0.0039,0.0,4,0.0,rest_c,rest_c,rest_b,rest_s,rest_c,rest_s,True,True,True,False,True,False,0.9375,0.9375,0.5625,0.75,0.9375,0.75,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,
1036,uniform,4,True,rest_t,2,8,False,0.8348,0.625,0.0,0.0283,0.5,6,0.0,rest_t,rest_t,rest_t,rest_t,rest_t,rest_t,True,True,True,True,True,True,0.8348,0.8348,0.8348,0.8348,0.8348,0.8348,,,,,,,,,1.0,,,,,,,,,0.7143,,,,,,,,,,,,,,,1.0,,,,,,0.625,
1037,minority,4,True,rest_f,2,8,False,0.7972,0.3,0.0,0.0845,0.5,4,0.0,rest_f,rest_l,rest_f,rest_f,rest_l,rest_f,True,False,True,True,False,True,0.7972,0.6639,0.7972,0.7972,0.6639,0.7972,,,,,1.0,,,,,,0.3,,,,,,,,,,,,,,,,1.0,,,,,,0.8889,,,,,,,
1038,uniform,8,True,rest_z,2,16,False,0.7676,0.5556,0.163,0.027,0.375,1,-0.0387,rest_u,rest_u,rest_m,rest_u,rest_u,rest_u,False,False,True,False,False,False,0.8063,0.8063,0.4727,0.8063,0.8063,0.8063,,,,,,0.625,,,,,,0.7778,,,,,,,,1.0,,0.7778,0.5714,,0.8333,,,,,0.5556,1.0,,,,,,,,,
1039,divergent,4,True,rest_i,2,8,False,0.55,0.1,0.0,0.2025,0.5,2,-0.025,rest_u,rest_c,rest_i,rest_i,rest_u,rest_u,False,False,True,True,False,False,0.575,0.55,0.55,0.55,0.575,0.575,,,,,,,,,,0.1,,,,,,,,0.1,1.0,,,,,,,1.0,,,,,,,,,,,,,,
104,divergent,2,True,rest_p,4,8,False,0.6111,0.2222,0.0,0.1512,0.5,2,-0.3389,rest_m,rest_m,rest_p,rest_p,rest_m,rest_m,False,False,True,True,False,False,0.95,0.95,0.6111,0.6111,0.95,0.95,,,,,,,,,,,,0.2222,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1040,divergent,2,True,rest_m,5,10,False,0.55,0.1,0.0,0.2025,0.0,1,-0.3167,rest_w,rest_g,rest_k,rest_o,rest_w,rest_o,False,False,False,True,False,False,0.8667,0.75,0.5833,0.75,0.8667,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.1,,,,,,,,,
1041,divergent,8,True,rest_j,2,16,False,0.575,0.1,0.0,0.1144,0.375,3,-0.0375,rest_t,rest_b,rest_b,rest_j,rest_t,rest_t,False,True,True,True,False,False,0.6125,0.5125,0.5125,0.575,0.6125,0.6125,,,,,,1.0,,,,0.3,0.1,0.5,,,,,,,,,,0.9,,,1.0,0.6,,,,,,,,,,,0.2,,,
1042,uniform,6,True,rest_k,2,12,False,0.8634,0.5556,0.0,0.0377,0.5,6,0.0,rest_k,rest_k,rest_k,rest_k,rest_k,rest_k,True,True,True,True,True,True,0.8634,0.8634,0.8634,0.8634,0.8634,0.8634,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,0.5556,,1.0,,,,,,,,,,0.625,,,,,
1043,divergent,6,True,rest_j,2,12,False,0.5833,0.1,0.58,0.1047,0.5,2,-0.0833,rest_p,rest_p,rest_j,rest_j,rest_p,rest_p,False,False,True,True,False,False,0.6667,0.6667,0.5833,0.5833,0.6667,0.6667,,,,,,0.5,,,,,,,,,,,,,,1.0,,,0.5,,,,,,1.0,,,0.4,,,,,,,0.1,
1044,coalitional,6,False,NO CONSENSUS REACHED,21,126,False,0.0,0.0,0.0,0.0,0.8333,0,-0.8481,rest_x,rest_x,rest_a,rest_v,rest_x,rest_x,False,False,False,False,False,False,0.8481,0.8481,0.6204,0.5389,0.8481,0.8481,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0
1045,divergent,2,True,rest_c,2,4,False,1.0,1.0,0.0,0.0,0.5,6,0.0,rest_c,rest_c,rest_b,rest_c,rest_c,rest_c,True,True,True,True,True,True,1.0,1.0,0.55,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1046,minority,4,True,rest_h,2,8,False,0.35,0.1,0.3333,0.1425,0.25,1,-0.475,rest_f,rest_f,rest_f,rest_u,rest_f,rest_u,False,False,True,False,False,False,0.825,0.825,0.825,0.775,0.825,0.775,,,,,0.2,,0.1,,,,,,0.1,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1047,uniform,2,True,rest_a,1,2,True,1.0,1.0,0.0,0.0,1.0,6,0.0,rest_a,rest_a,rest_a,rest_a,rest_a,rest_a,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0
1048,divergent,4,True,rest_n,2,8,False,0.6583,0.3333,0.0,0.0669,0.25,6,0.0,rest_n,rest_n,rest_b,rest_n,rest_n,rest_n,True,True,True,True,True,True,0.6583,0.6583,0.5278,0.6583,0.6583,0.6583,,,0.3333,,,0.5,,0.8,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1049,divergent,2,True,rest_x,2,4,False,0.75,0.5,0.0,0.0625,0.5,3,-0.025,rest_k,rest_k,rest_m,rest_x,rest_k,rest_x,False,False,False,True,True,True,0.775,0.775,0.5625,0.75,0.775,0.75,,,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
105,uniform,2,True,rest_m,2,4,False,0.95,0.9,0.0,0.0025,0.5,6,0.0,rest_m,rest_m,rest_b,rest_m,rest_m,rest_m,True,True,True,True,True,True,0.95,0.95,0.8,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.9,,,,
1050,coalitional,6,True,rest_j,2,12,False,0.5667,0.1,0.325,0.1222,0.3333,2,-0.1792,rest_u,rest_u,rest_g,rest_j,rest_u,rest_u,False,False,True,True,False,False,0.7458,0.7458,0.4375,0.5667,0.7458,0.7458,,,,0.2,0.1,,,1.0,,,0.6,,,,,,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,
1051,uniform,6,True,rest_k,2,12,False,0.8333,0.5,0.0,0.0422,0.5,6,0.0,rest_k,rest_k,rest_i,rest_k,rest_k,rest_k,True,True,True,True,True,True,0.8333,0.8333,0.6153,0.8333,0.8333,0.8333,,1.0,,,,0.6,,1.0,,,,,,,,,,0.9,,,,,,,,0.5,,,,,,,1.0,,,,,,,
1052,minority,4,True,rest_u,2,8,False,0.75,0.1,0.0,0.1425,0.5,2,-0.125,rest_p,rest_p,rest_i,rest_u,rest_p,rest_p,False,False,True,True,False,False,0.875,0.875,0.625,0.75,0.875,0.875,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.1,,,,,,,,,,,,,,,,,0.9
1053,uniform,2,True,rest_b,3,6,False,0.9167,0.8333,0.0,0.0069,0.5,5,0.0,rest_b,rest_h,rest_b,rest_b,rest_b,rest_b,True,False,True,True,True,True,0.9167,0.8333,0.9167,0.9167,0.9167,0.9167,,,,,,0.8333,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
1054,uniform,4,True,rest_a,2,8,False,0.8063,0.6,0.0,0.0376,0.5,5,0.0,rest_a,rest_a,rest_k,rest_a,rest_a,rest_a,True,True,False,True,True,True,0.8063,0.8063,0.5417,0.8063,0.8063,0.8063,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,0.625,1.0
1055,uniform,2,True,rest_u,2,4,False,0.9,0.8,0.0,0.01,0.5,3,-0.05,rest_m,rest_m,rest_l,rest_l,rest_m,rest_u,False,False,True,False,True,True,0.95,0.95,0.7,0.7,0.95,0.9,,,,1.0,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,divergent,6,True,rest_k,3,18,False,0.5852,0.2,0.3111,0.1071,0.6667,4,-0.0278,rest_m,rest_k,rest_f,rest_s,rest_m,rest_k,False,True,True,False,True,True,0.613,0.5852,0.4778,0.563,0.613,0.5852,,,0.2,,0.2,,,,,,,,,,,,1.0,,,,,,,,,,,0.5556,,,,0.5556,,,,,,,,1.0
1057,divergent,8,True,rest_e,2,16,False,0.6781,0.125,0.0893,0.1083,0.5,4,0.0,rest_e,rest_w,rest_d,rest_x,rest_e,rest_e,True,False,True,False,True,True,0.6781,0.5844,0.5406,0.6531,0.6781,0.6781,,,,,,,,1.0,,1.0,,0.2,,,,,,1.0,0.6,,,0.7,,,,0.8,,,,,,,,0.125,,,,,,
1058,minority,4,True,rest_v,2,8,False,0.6611,0.2,0.0,0.1223,0.5,1,-0.0826,rest_a,rest_f,rest_u,rest_a,rest_f,rest_a,False,False,False,True,False,False,0.7438,0.7049,0.4479,0.7438,0.7049,0.7438,,,,,,,,1.0,,,0.4444,,,0.2,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
1059,uniform,8,True,rest_o,1,8,True,0.9844,0.875,0.0625,0.0017,1.0,6,0.0,rest_o,rest_o,rest_l,rest_o,rest_o,rest_o,True,True,True,True,True,True,0.9844,0.9844,0.8038,0.9844,0.9844,0.9844,,,,,,,,1.0,1.0,,,,,1.0,,,,,,0.875,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0
106,divergent,2,True,rest_z,2,4,False,0.5625,0.125,0.0,0.1914,0.5,3,-0.0694,rest_o,rest_n,rest_z,rest_z,rest_n,rest_z,False,False,True,True,False,True,0.6319,0.5903,0.5625,0.5625,0.5903,0.5625,,,,,,,1.0,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,minority,6,True,rest_h,2,12,False,0.7083,0.5,-0.1562,0.0451,0.5,5,0.0,rest_h,rest_h,rest_h,rest_k,rest_h,rest_h,True,True,True,False,True,True,0.7083,0.7083,0.7083,0.6625,0.7083,0.7083,,1.0,0.625,,,,,,,,,1.0,,,0.625,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,
1061,coalitional,8,True,rest_o,2,16,False,0.5694,0.1,0.3244,0.117,0.625,1,-0.1528,rest_y,rest_y,rest_j,rest_l,rest_y,rest_y,False,False,True,False,False,False,0.7222,0.7222,0.6083,0.5139,0.7222,0.7222,1.0,,,0.1111,,,,0.9,,,,,,,,,0.4444,,1.0,,,,,,,0.1,,,0.5,,,0.5,,,,,,,,
1062,coalitional,6,True,rest_i,2,12,False,0.6204,0.1111,0.0,0.0992,0.3333,4,0.0,rest_i,rest_l,rest_i,rest_q,rest_i,rest_i,True,False,True,False,True,True,0.6204,0.6056,0.6204,0.5556,0.6204,0.6204,0.1111,1.0,,,,,,,,,,,,,0.6667,,,1.0,,0.4444,,,,,,,,,,,,,,,,0.5,,,,
